Beer name,Beer style,Beer ABV,Brewery name,Island,Booth,Additional taprooms,Region,Actual location,Website
Tiny Bomb,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Wiseacre Brewing Company,13,18,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Memphis, Tennessee, United States",
Oktoberfest,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.0,Wiseacre Brewing Company,13,18,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Memphis, Tennessee, United States",
AirBath Session IPA,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Wiseacre Brewing Company,13,18,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Memphis, Tennessee, United States",
Irusu Japanese Rice Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.0,Wiseacre Brewing Company,13,18,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Memphis, Tennessee, United States",
Danish Red,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.5,Figueroa Mountain Brewing Co.,14,1,"",,"Buellton, California, United States",https://www.figmtnbrew.com/
Hoppy Poppy,American and English India Pale Ales,6.5,Figueroa Mountain Brewing Co.,14,1,"",,"Buellton, California, United States",https://www.figmtnbrew.com/
Point Conception,American and English India Pale Ales,7.2,Figueroa Mountain Brewing Co.,14,1,"",,"Buellton, California, United States",https://www.figmtnbrew.com/
Guava Oblongata,Fruit & Fruit Wheat Beers,5.0,Figueroa Mountain Brewing Co.,14,1,"",,"Buellton, California, United States",https://www.figmtnbrew.com/
Figtoberfest,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.6,Figueroa Mountain Brewing Co.,14,1,"",,"Buellton, California, United States",https://www.figmtnbrew.com/
Lighter Than I Look,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.1,Figueroa Mountain Brewing Co.,14,1,"",,"Buellton, California, United States",https://www.figmtnbrew.com/
Davy Brown,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.7,Figueroa Mountain Brewing Co.,14,1,"",,"Buellton, California, United States",https://www.figmtnbrew.com/
Japanese Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.9,Figueroa Mountain Brewing Co.,14,1,"",,"Buellton, California, United States",https://www.figmtnbrew.com/
Mosaic Pale,Pales Ales and Strong Pale Ales,5.5,Figueroa Mountain Brewing Co.,14,1,"",,"Buellton, California, United States",https://www.figmtnbrew.com/
Cold IPA,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.4,Figueroa Mountain Brewing Co.,14,1,"",,"Buellton, California, United States",https://www.figmtnbrew.com/
BJ's Oktoberfest,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.6,BJ's Restaurant & Brewhouse,,,"",,", Nevada",www.bjsrestaurants.com
Tropical Hopstorm IPA,American and English India Pale Ales,6.7,BJ's Restaurant & Brewhouse,,,"",,", Nevada",www.bjsrestaurants.com
Jeremiah Red,"Scotch Ales, Old Ales, Strong Ales and Barley wine ales",7.3,BJ's Restaurant & Brewhouse,,,"",,", Nevada",www.bjsrestaurants.com
Coffee Blonde,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.7,BJ's Restaurant & Brewhouse,,,"",,", Nevada",www.bjsrestaurants.com
BJ's Red Lager,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.1,BJ's Restaurant & Brewhouse,,,"",,", Nevada",www.bjsrestaurants.com
RationAle Brewing Mexican Lager,NA Beers,0.05,RationAle Brewing,13,14,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Sonoma, California, United States",https://rationalebrewing.com/
RationAle Brewing Hazy IPA,NA Beers,0.05,RationAle Brewing,13,14,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Sonoma, California, United States",https://rationalebrewing.com/
RationAle Brewing West Coast IPA,NA Beers,0.05,RationAle Brewing,13,14,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Sonoma, California, United States",https://rationalebrewing.com/
RationAle Brewing Mexican Lager,NA Beer,0.05,RationAle Brewing,13,14,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Sonoma, California, United States",https://rationalebrewing.com/
RationAle Brewing Hazy IPA,NA Beer,0.05,RationAle Brewing,13,14,Non-alcohol Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Sonoma, California, United States",https://rationalebrewing.com/
Howdy Western Pilsner,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Howdy Beer,,92,"",,"lafayette, Colorado, United States",www.HowdyBeer.com
Hydra | Strawberry + Peach + Pineapple,Fruit & Fruit Wheat Beers,0.0,New York State Brewers Association,7,11,"",,"NA, , United States",
Patrini Dry Hopped Pilsner,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,New York State Brewers Association,7,11,"",,"NA, , United States",
Jasper with Nelson,"Fresh Hop, Imperial India Pale and Imperial Red Ales",7.9,New York State Brewers Association,7,11,"",,"NA, , United States",
Mass Riot,American and English India Pale Ales,6.8,New York State Brewers Association,7,11,"",,"NA, , United States",
Dunkel,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.0,New York State Brewers Association,7,11,"",,"NA, , United States",
Steuben Premier NYS Pilsener,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.9,New York State Brewers Association,7,11,"",,"NA, , United States",
Hop The Wall,American and English India Pale Ales,6.5,Beer Thug Brewing Company,,,Wish We Were Here,,", California",www.beerthugbrew.com
The American Brown Ale,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",5.2,Devil And The Deep Brewery,,,Wish We Were Here,,", Texas",
Flower Gardens Saison,Belgian-Style Ales,5.8,Devil And The Deep Brewery,,,Wish We Were Here,,", Texas",
San Antonio Pale Ale,Pales Ales and Strong Pale Ales,5.9,Freetail Brewing Co.,,,"Non-alcohol Taproom,Heavy Medal Taproom,Wish We Were Here",,", Texas",www.freetailbrewing.com
Puro Pina Y Chamoy,"Sour Ales, Brett Beers & Lambics",5.2,Freetail Brewing Co.,,,"Non-alcohol Taproom,Heavy Medal Taproom,Wish We Were Here",,", Texas",www.freetailbrewing.com
Imagine 14 Years,"Fresh Hop, Imperial India Pale and Imperial Red Ales",8.6,Freetail Brewing Co.,,,"Non-alcohol Taproom,Heavy Medal Taproom,Wish We Were Here",,", Texas",www.freetailbrewing.com
Imagine a World with Beer Cellars Instead of 401k's,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.4,Freetail Brewing Co.,,,"Non-alcohol Taproom,Heavy Medal Taproom,Wish We Were Here",,", Texas",www.freetailbrewing.com
Bowie Bock,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.3,Freetail Brewing Co.,,,"Non-alcohol Taproom,Heavy Medal Taproom,Wish We Were Here",,", Texas",www.freetailbrewing.com
La Muerta,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",9.1,Freetail Brewing Co.,,,"Non-alcohol Taproom,Heavy Medal Taproom,Wish We Were Here",,", Texas",www.freetailbrewing.com
Rally Water,AF Soft Drink,0.0,Freetail Brewing Co.,,,"Non-alcohol Taproom,Heavy Medal Taproom,Wish We Were Here",,", Texas",www.freetailbrewing.com
Krimson King,Experimental Beers,7.0,Accomplice Beer Company,,,Heavy Medal Taproom,,", Wyoming",www.accomplicebeer.com
Slumber Car,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.3,Accomplice Beer Company,,,Heavy Medal Taproom,,", Wyoming",www.accomplicebeer.com
7th Inning Stretch (Bomb Pop),Gluten Free Beers,5.0,Texas Leaguer Brewing Company,,,Gluten-Free Taproom,,", Texas",
Blood Orange Kolsch,Fruit & Fruit Wheat Beers,4.9,Crystal Springs Brewing Company,,,Heavy Medal Taproom,,", Colorado",
Colorful Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.2,Colorful Beverage,,,Wish We Were Here,,", Colorado",
Altitude Altbier,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.4,Altitude Chophouse and Brewery,,,"Heavy Medal Taproom,Wish We Were Here",,", Wyoming",
Altitude Banquet,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Altitude Chophouse and Brewery,,,"Heavy Medal Taproom,Wish We Were Here",,", Wyoming",
All Day Gose,Fruit & Fruit Wheat Beers,5.0,Long Table Brewhouse,2,17,"","Mountain (CO,UT,NV,ID,WY,MT)","DENVER, Colorado, United States",
5 On It,"Sour Ales, Brett Beers & Lambics",6.0,Long Table Brewhouse,2,17,"","Mountain (CO,UT,NV,ID,WY,MT)","DENVER, Colorado, United States",
Park Hill's Finest,"Scotch Ales, Old Ales, Strong Ales and Barley wine ales",11.0,Long Table Brewhouse,2,17,"","Mountain (CO,UT,NV,ID,WY,MT)","DENVER, Colorado, United States",
Brass Monkey,Experimental Beers,7.0,Long Table Brewhouse,2,17,"","Mountain (CO,UT,NV,ID,WY,MT)","DENVER, Colorado, United States",
Kolsch,NA Beers,0.4,Best Day Brewing,,,"Non-alcohol Taproom,Wish We Were Here",,", California",
Electro-Lime Cerveza,NA Beers,0.4,Best Day Brewing,,,"Non-alcohol Taproom,Wish We Were Here",,", California",
Hazy IPA,NA Beer,0.4,Best Day Brewing,,,"Non-alcohol Taproom,Wish We Were Here",,", California",
Electro-Lime Cerveza,NA Beer,0.4,Best Day Brewing,,,"Non-alcohol Taproom,Wish We Were Here",,", California",
¡VIVA! Agua Fresca - Pecos Cantaloupe,Fruit & Fruit Wheat Beers,0.0,Texas Craft Brewers Guild,7,13,"",,"Luling, , United States",
Law Enforcement Cheetah,American and English India Pale Ales,7.0,Texas Craft Brewers Guild,7,13,"",,"Luling, , United States",
Scout,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.7,Texas Craft Brewers Guild,7,13,"",,"Luling, , United States",
The Fast & The Hazy,American and English India Pale Ales,6.8,Texas Craft Brewers Guild,7,13,"",,"Luling, , United States",
Cityfolk,Fruit & Fruit Wheat Beers,4.6,Texas Craft Brewers Guild,7,13,"",,"Luling, , United States",
Social Ride - Blackberry Pilsner,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.3,Texas Craft Brewers Guild,7,13,"",,"Luling, , United States",
2 Hopper,American and English India Pale Ales,6.5,Texas Craft Brewers Guild,7,13,"",,"Luling, , United States",
Brewer's Stash Maple Barrel Aged Coffee Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",13.5,Texas Craft Brewers Guild,7,13,"",,"Luling, , United States",
Blood Orange Kolsch,Fruit & Fruit Wheat Beers,4.9,Crystal Springs Brewing Company,,,Wish We Were Here,,", Colorado",
Juicy Yo IPA,American and English India Pale Ales,7.5,Crystal Springs Brewing Company,,,Wish We Were Here,,", Colorado",
Kentucky Bourbon Barrel Ale,Wood and Barrel-aged beers,8.2,Lexington Brewing & Distilling Co.,12,19,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Lexington, Kentucky, United States",
Vanilla Barrel Cream Ale,Wood and Barrel-aged beers,5.5,Lexington Brewing & Distilling Co.,12,19,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Lexington, Kentucky, United States",
Kentucky Bourbon Barrel Cocoa Porter,Wood and Barrel-aged beers,8.2,Lexington Brewing & Distilling Co.,12,19,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Lexington, Kentucky, United States",
Kentucky Pumpkin Barrel Ale,Wood and Barrel-aged beers,10.0,Lexington Brewing & Distilling Co.,12,19,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Lexington, Kentucky, United States",
Kentucky Bourbon Barrel Imperial Milk Stout,Wood and Barrel-aged beers,12.0,Lexington Brewing & Distilling Co.,12,19,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Lexington, Kentucky, United States",
New Mexi-Kolsch,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.6,Boxing Bear Brewing Co.,,,"Heavy Medal Taproom,Wish We Were Here",,", New Mexico",
Chocolate Milk Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",5.2,Boxing Bear Brewing Co.,,,"Heavy Medal Taproom,Wish We Were Here",,", New Mexico",
Juicy Bits,American and English India Pale Ales,6.7,WeldWerks Brewing Co.,,48,"",,"Greeley, Colorado, United States",www.weldwerksbrewing.com
Extra Extra Juicy Bits,"Fresh Hop, Imperial India Pale and Imperial Red Ales",8.2,WeldWerks Brewing Co.,,48,"",,"Greeley, Colorado, United States",www.weldwerksbrewing.com
Strawberry Cheesecake,Fruit & Fruit Wheat Beers,4.5,WeldWerks Brewing Co.,,48,"",,"Greeley, Colorado, United States",www.weldwerksbrewing.com
Colorado Ale,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",4.3,WeldWerks Brewing Co.,,48,"",,"Greeley, Colorado, United States",www.weldwerksbrewing.com
Mezcal Barrel-Aged Mango Margarita,Wood and Barrel-aged beers,8.0,WeldWerks Brewing Co.,,48,"",,"Greeley, Colorado, United States",www.weldwerksbrewing.com
Sweet & Sour Cream Cheese Rangoon,"Sour Ales, Brett Beers & Lambics",4.5,WeldWerks Brewing Co.,,48,"",,"Greeley, Colorado, United States",www.weldwerksbrewing.com
Medianoche: Amburana Vanilla Luar,Wood and Barrel-aged beers,13.7,WeldWerks Brewing Co.,,48,"",,"Greeley, Colorado, United States",www.weldwerksbrewing.com
2023 Medianoche,Wood and Barrel-aged beers,13.1,WeldWerks Brewing Co.,,48,"",,"Greeley, Colorado, United States",www.weldwerksbrewing.com
Tropical Medianoche,Wood and Barrel-aged beers,13.3,WeldWerks Brewing Co.,,48,"",,"Greeley, Colorado, United States",www.weldwerksbrewing.com
Extra Extra Dino Bits,"Fresh Hop, Imperial India Pale and Imperial Red Ales",9.0,WeldWerks Brewing Co.,,48,"",,"Greeley, Colorado, United States",www.weldwerksbrewing.com
Schooner Summer Ale,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",4.2,San Juan Seltzer,5,10,"","Pacific Northwest (OR, WA, AK)","Seattle, Washington, United States",https://www.sanjuanseltzer.com/
Colorado Common,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,Green Mountain Beer Company.com,2,6,"","Mountain (CO,UT,NV,ID,WY,MT)","Lakewood, Colorado, United States",
Pollinator Summer Honey Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.0,Green Mountain Beer Company.com,2,6,"","Mountain (CO,UT,NV,ID,WY,MT)","Lakewood, Colorado, United States",
Rosy Dawn Watermelon Sour,"Sour Ales, Brett Beers & Lambics",5.0,Green Mountain Beer Company.com,2,6,"","Mountain (CO,UT,NV,ID,WY,MT)","Lakewood, Colorado, United States",
Whiskey Barrel Imperial Coconut Porter,Wood and Barrel-aged beers,14.0,Green Mountain Beer Company.com,2,6,"","Mountain (CO,UT,NV,ID,WY,MT)","Lakewood, Colorado, United States",
988 - Hoppy Lager,American and English India Pale Ales,0.0,Arizona Craft Brewers Guild,7,3,"",,"Tempe, , United States",
988 - IPA,American and English India Pale Ales,6.0,Arizona Craft Brewers Guild,7,3,"",,"Tempe, , United States",
Hazy Angel,American and English India Pale Ales,6.7,Arizona Craft Brewers Guild,7,3,"",,"Tempe, , United States",
Vienna Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.6,Arizona Craft Brewers Guild,7,3,"",,"Tempe, , United States",
988 French Saison,Belgian-Style Ales,6.8,Arizona Craft Brewers Guild,7,3,"",,"Tempe, , United States",
Koffee Kolsch,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.7,Arizona Craft Brewers Guild,7,3,"",,"Tempe, , United States",
Monsoon IP,American and English India Pale Ales,7.0,Arizona Craft Brewers Guild,7,3,"",,"Tempe, , United States",
Generalissimo,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,Arizona Craft Brewers Guild,7,3,"",,"Tempe, , United States",
988 - IPA,American and English India Pale Ales,5.6,Arizona Craft Brewers Guild,7,3,"",,"Tempe, , United States",
988 - Blonde,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Arizona Craft Brewers Guild,7,3,"",,"Tempe, , United States",
Drift,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",0.0,Florida Brewers Guild,7,5,"",,"St. Petersburg, , United States",
Gatlin Gold,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.2,Florida Brewers Guild,7,5,"",,"St. Petersburg, , United States",
Coral Reef,American and English India Pale Ales,5.5,Florida Brewers Guild,7,5,"",,"St. Petersburg, , United States",
Nelson Hazy IPA,American and English India Pale Ales,7.0,Florida Brewers Guild,7,5,"",,"St. Petersburg, , United States",
Chocolate Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",10.0,Florida Brewers Guild,7,5,"",,"St. Petersburg, , United States",
Punks in the Waiting Room,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Florida Brewers Guild,7,5,"",,"St. Petersburg, , United States",
Pepper & Peaches,Experimental Beers,6.7,Claremont Craft Ales,,,"Heavy Medal Taproom,Wish We Were Here",,", California",www.claremontcraftales.com
Happy Days,"Fresh Hop, Imperial India Pale and Imperial Red Ales",9.5,Claremont Craft Ales,,,"Heavy Medal Taproom,Wish We Were Here",,", California",www.claremontcraftales.com
Stem Ciders Old Fashioned,Ciders,8.5,Stem Ciders,,94,"",,"Lafayette, Colorado, United States",www.StemCiders.com
Stem Ciders Banjo,Ciders,8.4,Stem Ciders,,94,"",,"Lafayette, Colorado, United States",www.StemCiders.com
Stem Ciders Singapore Sling,Ciders,8.5,Stem Ciders,,94,"",,"Lafayette, Colorado, United States",www.StemCiders.com
Stem Ciders Hard Peach Tea,Ciders,8.0,Stem Ciders,,94,"",,"Lafayette, Colorado, United States",www.StemCiders.com
Stem Ciders Hard Mango Lemonade,Ciders,8.0,Stem Ciders,,94,"",,"Lafayette, Colorado, United States",www.StemCiders.com
Stem Ciders Hurricane Haze,Ciders,8.5,Stem Ciders,,94,"",,"Lafayette, Colorado, United States",www.StemCiders.com
Stem Ciders Real Dry,Ciders,6.8,Stem Ciders,,94,"",,"Lafayette, Colorado, United States",www.StemCiders.com
Stem Ciders Apricot Haze,Ciders,6.1,Stem Ciders,,94,"",,"Lafayette, Colorado, United States",www.StemCiders.com
Stem Ciders Pear,Ciders,5.3,Stem Ciders,,94,"",,"Lafayette, Colorado, United States",www.StemCiders.com
Stem Ciders Pina Colada,Ciders,8.5,Stem Ciders,,94,"",,"Lafayette, Colorado, United States",www.StemCiders.com
Venga! Mexican Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Cerveceria Colorado,3,26,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.cerveceriacolorado.com
Mi Vida IPA,American and English India Pale Ales,6.5,Cerveceria Colorado,3,26,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.cerveceriacolorado.com
Tamarind Mango Sour Ale,"Sour Ales, Brett Beers & Lambics",6.0,Cerveceria Colorado,3,26,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.cerveceriacolorado.com
Fumarolas Smoked Dark Lager,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",6.0,Cerveceria Colorado,3,26,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.cerveceriacolorado.com
Que Buena,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,Cerveceria Colorado,3,26,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.cerveceriacolorado.com
Marigold Wit,Belgian-Style Ales,5.0,Cerveceria Colorado,3,26,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",www.cerveceriacolorado.com
"Tripel Dog Dare, Wine Barrel Aged",Belgian-Style Ales,0.0,Nevada Craft Brewers Association,7,9,"",,"Henderson, , United States",
Cocoa Burrito Supreme,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",9.0,Nevada Craft Brewers Association,7,9,"",,"Henderson, , United States",
Trapped In Amber,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",4.9,Nevada Craft Brewers Association,7,9,"",,"Henderson, , United States",
Hop Vegas,American and English India Pale Ales,7.0,Nevada Craft Brewers Association,7,9,"",,"Henderson, , United States",
NV Weisse,"Sour Ales, Brett Beers & Lambics",4.5,Nevada Craft Brewers Association,7,9,"",,"Henderson, , United States",
Atomic Duck,American and English India Pale Ales,7.0,Nevada Craft Brewers Association,7,9,"",,"Henderson, , United States",
"Rhwanda Musasa, Coffee IPA",American and English India Pale Ales,7.2,Nevada Craft Brewers Association,7,9,"",,"Henderson, , United States",
"The Little Death, Salted Watermelon","Sour Ales, Brett Beers & Lambics",5.2,Nevada Craft Brewers Association,7,9,"",,"Henderson, , United States",
Lit Out From Reno,Belgian-Style Ales,10.2,Nevada Craft Brewers Association,7,9,"",,"Henderson, , United States",
"Hatch Nites, Mexican Lager with Hatch Chili","Rye, Herb & Spice Beers",5.0,Nevada Craft Brewers Association,7,9,"",,"Henderson, , United States",
Partake Blonde,NA Beers,0.3,Partake Brewing Co.,DD Lounge Sponsor,,Non-alcohol Taproom,,", Illinois",drinkpartake.com
